Orthogroup	Duplications (all)	Duplications (50% support)
OG0012764	0	0
OG0012765	0	0
OG0012766	0	0
OG0012767	0	0
OG0012768	0	0
OG0012769	0	0
OG0012770	0	0
OG0012771	0	0
OG0012772	0	0
OG0012773	0	0
OG0012774	0	0
OG0012775	0	0
OG0012776	0	0
OG0012777	1	0
OG0012778	0	0
OG0012779	0	0
OG0012780	0	0
OG0012781	0	0
OG0012782	0	0
OG0012783	0	0
OG0012784	0	0
OG0012785	0	0
OG0012786	0	0
OG0012787	0	0
OG0012788	0	0
OG0012789	0	0
OG0012790	0	0
OG0012791	0	0
OG0012792	0	0
OG0012793	0	0
OG0012794	0	0
OG0012795	0	0
OG0012796	0	0
OG0012797	0	0
OG0012798	1	0
OG0012799	2	0
OG0012800	9	8
OG0012801	0	0
OG0012802	4	2
OG0012803	0	0
OG0012804	14	14
OG0012805	8	4
OG0012806	1	1
OG0012807	4	4
OG0012808	11	11
OG0012809	4	2
OG0012810	3	1
OG0012811	2	2
OG0012812	3	2
OG0012813	4	4
OG0012814	0	0
OG0012815	7	4
OG0012816	3	0
OG0012817	8	6
OG0012818	0	0
OG0012819	5	1
OG0012820	8	7
OG0012821	14	14
OG0012822	11	11
OG0012823	0	0
OG0012824	0	0
OG0012825	0	0
OG0012826	0	0
OG0012827	0	0
OG0012828	12	12
OG0012829	3	1
OG0012830	0	0
OG0012831	2	1
OG0012832	0	0
OG0012833	3	3
OG0012834	3	1
OG0012835	0	0
OG0012836	0	0
OG0012837	8	8
OG0012838	1	0
OG0012839	0	0
OG0012840	4	2
OG0012841	3	1
OG0012842	3	1
OG0012843	0	0
OG0012844	8	7
OG0012845	2	1
OG0012846	8	6
OG0012847	4	4
OG0012848	0	0
OG0012849	1	1
OG0012850	2	2
OG0012851	1	1
OG0012852	0	0
OG0012853	0	0
OG0012854	0	0
OG0012855	0	0
OG0012856	0	0
OG0012857	0	0
OG0012858	0	0
OG0012859	0	0
OG0012860	0	0
OG0012861	1	1
OG0012862	0	0
OG0012863	3	1
OG0012864	0	0
OG0012865	0	0
OG0012866	0	0
OG0012867	0	0
OG0012868	0	0
OG0012869	0	0
OG0012870	1	0
OG0012871	3	2
OG0012872	3	2
OG0012873	5	2
OG0012874	0	0
OG0012875	1	1
OG0012876	0	0
OG0012877	0	0
OG0012878	0	0
OG0012879	0	0
OG0012880	0	0
OG0012881	0	0
OG0012882	0	0
OG0012883	1	1
OG0012884	1	1
OG0012885	0	0
OG0012886	0	0
OG0012887	0	0
OG0012888	0	0
OG0012889	1	0
OG0012890	0	0
OG0012891	0	0
OG0012892	0	0
OG0012893	0	0
OG0012894	0	0
OG0012895	1	0
OG0012896	1	0
OG0012897	1	0
OG0012898	2	2
OG0012899	1	1
OG0012900	1	0
OG0012901	3	2
OG0012902	2	0
OG0012903	5	4
OG0012904	2	2
OG0012905	0	0
OG0012906	0	0
OG0012907	2	1
OG0012908	0	0
OG0012909	1	1
OG0012910	2	0
OG0012911	3	2
OG0012912	0	0
OG0012913	2	1
OG0012914	6	5
OG0012915	1	0
OG0012916	0	0
OG0012917	9	7
OG0012918	2	2
OG0012919	0	0
OG0012920	0	0
OG0012921	1	0
OG0012922	2	1
OG0012923	6	5
OG0012924	5	2
OG0012925	1	0
OG0012926	0	0
OG0012927	2	2
OG0012928	6	4
OG0012929	1	1
OG0012930	1	0
OG0012931	4	3
OG0012932	2	0
OG0012933	3	1
OG0012934	5	3
OG0012935	5	0
OG0012936	0	0
OG0012937	0	0
OG0012938	0	0
OG0012939	0	0
OG0012940	7	3
OG0012941	0	0
OG0012942	0	0
OG0012943	0	0
OG0012944	2	0
OG0012945	0	0
OG0012946	0	0
OG0012947	0	0
OG0012948	0	0
OG0012949	1	1
OG0012950	0	0
OG0012951	0	0
OG0012952	7	3
OG0012953	0	0
OG0012954	0	0
OG0012955	0	0
OG0012956	0	0
OG0012957	0	0
OG0012958	0	0
OG0012959	0	0
OG0012960	0	0
OG0012961	0	0
OG0012962	1	0
OG0012963	0	0
OG0012964	1	0
OG0012965	0	0
OG0012966	0	0
OG0012967	0	0
OG0012968	0	0
OG0012969	0	0
OG0012970	0	0
OG0012971	4	3
OG0012972	0	0
OG0012973	0	0
OG0012974	1	0
OG0012975	1	0
OG0012976	0	0
OG0012977	1	0
OG0012978	0	0
OG0012979	2	1
OG0012980	4	3
OG0012981	2	1
OG0012982	0	0
OG0012983	0	0
OG0012984	0	0
OG0012985	0	0
OG0012986	0	0
OG0012987	0	0
OG0012988	0	0
OG0012989	0	0
OG0012990	4	0
OG0012991	0	0
OG0012992	1	1
OG0012993	0	0
OG0012994	0	0
OG0012995	0	0
OG0012996	1	0
OG0012997	4	4
OG0012998	0	0
OG0012999	0	0
OG0013000	3	1
OG0013001	3	1
OG0013002	0	0
OG0013003	5	5
OG0013004	4	2
OG0013005	0	0
OG0013006	10	9
OG0013007	1	1
OG0013008	0	0
OG0013009	0	0
OG0013010	1	1
OG0013011	1	1
OG0013012	3	2
OG0013013	4	2
OG0013014	1	1
OG0013015	0	0
OG0013016	0	0
OG0013017	0	0
OG0013018	0	0
OG0013019	0	0
OG0013020	0	0
OG0013021	0	0
OG0013022	0	0
OG0013023	0	0
OG0013024	0	0
OG0013025	0	0
OG0013026	1	0
OG0013027	4	4
OG0013028	0	0
OG0013029	0	0
OG0013030	0	0
OG0013031	0	0
OG0013032	0	0
OG0013033	0	0
OG0013034	0	0
OG0013035	0	0
OG0013036	0	0
OG0013037	0	0
OG0013038	0	0
OG0013039	0	0
OG0013040	0	0
OG0013041	0	0
OG0013042	1	0
OG0013043	0	0
OG0013044	0	0
OG0013045	0	0
OG0013046	0	0
OG0013047	0	0
OG0013048	0	0
OG0013049	5	4
OG0013050	4	3
OG0013051	2	0
OG0013052	0	0
OG0013053	0	0
OG0013054	1	0
OG0013055	2	1
OG0013056	3	1
OG0013057	3	2
OG0013058	0	0
OG0013059	14	14
OG0013060	7	6
OG0013061	4	4
OG0013062	5	5
OG0013063	6	4
OG0013064	3	2
OG0013065	7	7
OG0013066	8	8
OG0013067	9	8
OG0013068	4	2
OG0013069	0	0
OG0013070	0	0
OG0013071	5	3
OG0013072	4	3
OG0013073	10	10
OG0013074	10	10
OG0013075	6	6
OG0013076	4	3
OG0013077	2	2
OG0013078	2	1
OG0013079	0	0
OG0013080	14	14
OG0013081	0	0
OG0013082	0	0
OG0013083	0	0
OG0013084	5	4
OG0013085	1	1
OG0013086	2	1
OG0013087	0	0
OG0013088	3	2
OG0013089	1	0
OG0013090	0	0
OG0013091	0	0
OG0013092	0	0
OG0013093	0	0
OG0013094	5	3
OG0013095	0	0
OG0013096	4	2
OG0013097	1	1
OG0013098	1	0
OG0013099	4	2
OG0013100	5	3
OG0013101	3	3
OG0013102	1	0
OG0013103	3	3
OG0013104	3	3
OG0013105	3	1
OG0013106	2	2
OG0013107	0	0
OG0013108	1	0
OG0013109	0	0
OG0013110	2	0
OG0013111	0	0
OG0013112	1	1
OG0013113	0	0
OG0013114	0	0
OG0013115	0	0
OG0013116	1	1
OG0013117	3	2
OG0013118	1	1
OG0013119	0	0
OG0013120	0	0
OG0013121	0	0
OG0013122	1	1
OG0013123	2	2
OG0013124	1	1
OG0013125	0	0
OG0013126	1	0
OG0013127	0	0
OG0013128	2	2
OG0013129	4	4
OG0013130	0	0
OG0013131	1	0
OG0013132	1	1
OG0013133	2	1
OG0013134	1	1
OG0013135	3	3
OG0013136	0	0
OG0013137	1	0
OG0013138	0	0
OG0013139	0	0
OG0013140	0	0
OG0013141	0	0
OG0013142	2	2
OG0013143	5	4
OG0013144	0	0
OG0013145	0	0
OG0013146	0	0
OG0013147	0	0
OG0013148	1	1
OG0013149	0	0
OG0013150	1	0
OG0013151	3	2
OG0013152	1	1
OG0013153	1	1
OG0013154	1	1
OG0013155	2	2
OG0013156	2	2
OG0013157	2	1
OG0013158	5	2
OG0013159	4	4
OG0013160	0	0
OG0013161	1	0
OG0013162	1	0
OG0013163	1	0
OG0013164	0	0
OG0013165	1	0
OG0013166	1	0
OG0013167	1	1
OG0013168	2	1
OG0013169	4	2
OG0013170	7	7
OG0013171	7	7
OG0013172	1	1
OG0013173	3	2
OG0013174	3	1
OG0013175	5	5
OG0013176	2	1
OG0013177	0	0
OG0013178	0	0
OG0013179	0	0
OG0013180	2	1
OG0013181	2	2
OG0013182	2	0
OG0013183	3	3
OG0013184	6	4
OG0013185	0	0
OG0013186	0	0
OG0013187	4	1
OG0013188	0	0
OG0013189	0	0
OG0013190	0	0
OG0013191	3	3
OG0013192	2	1
OG0013193	1	1
OG0013194	1	1
OG0013195	3	1
OG0013196	1	1
OG0013197	1	1
OG0013198	1	1
OG0013199	4	4
OG0013200	11	11
OG0013201	0	0
OG0013202	0	0
OG0013203	2	0
OG0013204	0	0
OG0013205	2	0
OG0013206	0	0
OG0013207	0	0
OG0013208	0	0
OG0013209	0	0
OG0013210	0	0
OG0013211	3	3
OG0013212	0	0
OG0013213	6	5
OG0013214	0	0
OG0013215	2	1
OG0013216	0	0
OG0013217	0	0
OG0013218	0	0
OG0013219	0	0
OG0013220	0	0
OG0013221	0	0
OG0013222	0	0
OG0013223	0	0
OG0013224	0	0
OG0013225	0	0
OG0013226	1	0
OG0013227	0	0
OG0013228	0	0
OG0013229	0	0
OG0013230	0	0
OG0013231	1	1
OG0013232	0	0
OG0013233	0	0
OG0013234	0	0
OG0013235	1	1
OG0013236	1	0
OG0013237	0	0
OG0013238	0	0
OG0013239	0	0
OG0013240	1	0
OG0013241	2	0
OG0013242	0	0
OG0013243	0	0
OG0013244	0	0
OG0013245	0	0
OG0013246	0	0
OG0013247	0	0
OG0013248	0	0
OG0013249	1	1
OG0013250	0	0
OG0013251	0	0
OG0013252	0	0
OG0013253	0	0
OG0013254	1	0
OG0013255	2	2
OG0013256	0	0
OG0013257	1	0
OG0013258	2	0
OG0013259	0	0
OG0013260	2	2
OG0013261	2	1
OG0013262	0	0
OG0013263	0	0
OG0013264	0	0
OG0013265	0	0
OG0013266	0	0
OG0013267	0	0
OG0013268	1	1
OG0013269	0	0
OG0013270	0	0
OG0013271	2	0
OG0013272	0	0
OG0013273	0	0
OG0013274	3	3
OG0013275	2	0
OG0013276	2	2
OG0013277	0	0
OG0013278	1	0
OG0013279	1	1
OG0013280	0	0
OG0013281	2	0
OG0013282	3	3
OG0013283	1	1
OG0013284	5	3
OG0013285	0	0
OG0013286	0	0
OG0013287	0	0
OG0013288	1	0
OG0013289	1	0
OG0013290	0	0
OG0013291	0	0
OG0013292	0	0
OG0013293	0	0
OG0013294	1	0
OG0013295	1	1
OG0013296	11	11
OG0013297	1	0
OG0013298	2	1
OG0013299	0	0
OG0013300	0	0
OG0013301	0	0
OG0013302	0	0
OG0013303	0	0
OG0013304	1	0
OG0013305	0	0
OG0013306	0	0
OG0013307	0	0
OG0013308	1	1
OG0013309	0	0
OG0013310	0	0
OG0013311	0	0
OG0013312	0	0
OG0013313	0	0
OG0013314	1	0
OG0013315	0	0
OG0013316	1	0
OG0013317	0	0
OG0013318	0	0
OG0013319	0	0
OG0013320	0	0
OG0013321	0	0
OG0013322	0	0
OG0013323	10	10
OG0013324	6	6
OG0013325	10	10
OG0013326	0	0
OG0013327	2	0
OG0013328	1	1
OG0013329	0	0
OG0013330	1	1
OG0013331	1	0
OG0013332	13	13
OG0013333	13	13
OG0013334	1	1
OG0013335	5	4
OG0013336	2	2
OG0013337	4	3
OG0013338	9	9
OG0013339	4	1
OG0013340	1	1
OG0013341	8	7
OG0013342	1	0
OG0013343	2	2
OG0013344	2	2
OG0013345	3	3
OG0013346	1	1
OG0013347	10	10
OG0013348	8	7
OG0013349	8	8
OG0013350	1	1
OG0013351	6	6
OG0013352	1	1
OG0013353	13	13
OG0013354	0	0
OG0013355	0	0
OG0013356	1	1
OG0013357	0	0
OG0013358	0	0
OG0013359	9	6
OG0013360	1	0
OG0013361	3	2
OG0013362	0	0
OG0013363	1	0
OG0013364	0	0
OG0013365	2	0
OG0013366	0	0
OG0013367	0	0
OG0013368	0	0
OG0013369	0	0
OG0013370	0	0
OG0013371	0	0
OG0013372	0	0
OG0013373	1	1
OG0013374	0	0
OG0013375	3	3
OG0013376	3	2
OG0013377	6	6
OG0013378	1	1
OG0013379	2	2
OG0013380	0	0
OG0013381	2	0
OG0013382	5	5
OG0013383	5	5
OG0013384	2	2
OG0013385	0	0
OG0013386	0	0
OG0013387	0	0
OG0013388	1	1
OG0013389	0	0
OG0013390	1	0
OG0013391	0	0
OG0013392	2	2
OG0013393	1	0
OG0013394	1	0
OG0013395	0	0
OG0013396	0	0
OG0013397	0	0
OG0013398	0	0
OG0013399	0	0
OG0013400	1	1
OG0013401	0	0
OG0013402	0	0
OG0013403	0	0
OG0013404	0	0
OG0013405	2	1
OG0013406	1	1
OG0013407	3	1
OG0013408	5	5
OG0013409	2	1
OG0013410	3	2
OG0013411	0	0
OG0013412	2	2
OG0013413	1	1
OG0013414	1	0
OG0013415	1	1
OG0013416	0	0
OG0013417	4	2
OG0013418	0	0
OG0013419	1	1
OG0013420	1	0
OG0013421	0	0
OG0013422	3	3
OG0013423	1	1
OG0013424	1	1
OG0013425	0	0
OG0013426	1	0
OG0013427	0	0
OG0013428	3	3
OG0013429	6	3
OG0013430	0	0
OG0013431	0	0
OG0013432	4	4
OG0013433	5	3
OG0013434	0	0
OG0013435	7	2
OG0013436	2	2
OG0013437	0	0
OG0013438	0	0
OG0013439	1	0
OG0013440	2	2
OG0013441	1	1
OG0013442	3	3
OG0013443	1	0
OG0013444	3	2
OG0013445	3	2
OG0013446	4	4
OG0013447	6	5
OG0013448	1	0
OG0013449	4	3
OG0013450	2	1
OG0013451	4	2
OG0013452	1	0
OG0013453	0	0
OG0013454	0	0
OG0013455	0	0
OG0013456	0	0
OG0013457	4	3
OG0013458	0	0
OG0013459	0	0
OG0013460	0	0
OG0013461	1	0
OG0013462	0	0
OG0013463	0	0
OG0013464	0	0
OG0013465	0	0
OG0013466	0	0
OG0013467	0	0
OG0013468	1	1
OG0013469	0	0
OG0013470	0	0
OG0013471	0	0
OG0013472	0	0
OG0013473	0	0
OG0013474	3	3
OG0013475	0	0
OG0013476	0	0
OG0013477	0	0
OG0013478	0	0
OG0013479	0	0
OG0013480	0	0
OG0013481	5	4
OG0013482	0	0
OG0013483	0	0
OG0013484	6	1
OG0013485	3	0
OG0013486	0	0
OG0013487	0	0
OG0013488	0	0
OG0013489	1	0
OG0013490	0	0
OG0013491	1	0
OG0013492	2	1
OG0013493	0	0
OG0013494	0	0
OG0013495	0	0
OG0013496	0	0
OG0013497	0	0
OG0013498	0	0
OG0013499	0	0
OG0013500	0	0
OG0013501	0	0
OG0013502	1	0
OG0013503	0	0
OG0013504	2	2
OG0013505	1	1
OG0013506	0	0
OG0013507	2	0
OG0013508	2	1
OG0013509	1	0
OG0013510	0	0
OG0013511	0	0
OG0013512	0	0
OG0013513	0	0
OG0013514	1	1
OG0013515	0	0
OG0013516	0	0
OG0013517	0	0
OG0013518	0	0
OG0013519	0	0
OG0013520	0	0
OG0013521	0	0
OG0013522	0	0
OG0013523	0	0
OG0013524	0	0
OG0013525	2	1
OG0013526	0	0
OG0013527	5	2
OG0013528	1	1
OG0013529	5	1
OG0013530	0	0
OG0013531	0	0
OG0013532	1	1
OG0013533	2	2
OG0013534	0	0
OG0013535	0	0
OG0013536	0	0
OG0013537	1	1
OG0013538	0	0
OG0013539	0	0
OG0013540	0	0
OG0013541	0	0
OG0013542	0	0
OG0013543	0	0
OG0013544	1	0
OG0013545	0	0
OG0013546	1	1
OG0013547	2	1
OG0013548	6	5
OG0013549	0	0
OG0013550	0	0
OG0013551	1	0
OG0013552	0	0
OG0013553	0	0
OG0013554	1	0
OG0013555	2	0
OG0013556	5	4
OG0013557	1	1
OG0013558	3	3
OG0013559	3	0
OG0013560	5	3
OG0013561	0	0
OG0013562	2	2
OG0013563	3	3
OG0013564	0	0
OG0013565	0	0
OG0013566	0	0
OG0013567	0	0
OG0013568	0	0
OG0013569	0	0
OG0013570	0	0
OG0013571	1	1
OG0013572	0	0
OG0013573	0	0
OG0013574	3	3
OG0013575	0	0
OG0013576	0	0
OG0013577	0	0
OG0013578	0	0
OG0013579	1	0
OG0013580	1	0
OG0013581	0	0
OG0013582	0	0
OG0013583	0	0
OG0013584	0	0
OG0013585	0	0
OG0013586	0	0
OG0013587	1	0
OG0013588	1	1
OG0013589	0	0
OG0013590	0	0
OG0013591	0	0
OG0013592	0	0
OG0013593	6	3
OG0013594	9	9
OG0013595	0	0
OG0013596	2	1
OG0013597	1	0
OG0013598	3	1
OG0013599	0	0
OG0013600	1	1
OG0013601	2	0
OG0013602	5	5
OG0013603	12	12
OG0013604	10	10
OG0013605	1	1
OG0013606	6	6
OG0013607	3	1
OG0013608	2	0
OG0013609	2	1
OG0013610	5	4
OG0013611	6	5
OG0013612	4	3
OG0013613	2	1
OG0013614	1	1
OG0013615	1	1
OG0013616	1	0
OG0013617	1	0
OG0013618	1	1
OG0013619	2	2
OG0013620	0	0
OG0013621	3	3
OG0013622	8	8
OG0013623	0	0
OG0013624	3	1
OG0013625	10	10
OG0013626	9	9
OG0013627	1	0
OG0013628	3	2
OG0013629	2	2
OG0013630	0	0
OG0013631	9	9
OG0013632	0	0
OG0013633	1	1
OG0013634	0	0
OG0013635	0	0
OG0013636	4	4
OG0013637	0	0
OG0013638	0	0
OG0013639	0	0
OG0013640	0	0
OG0013641	0	0
OG0013642	0	0
OG0013643	10	10
OG0013644	11	11
OG0013645	12	12
OG0013646	10	10
OG0013647	0	0
OG0013648	4	4
OG0013649	0	0
OG0013650	0	0
OG0013651	0	0
OG0013652	0	0
OG0013653	1	0
OG0013654	4	0
OG0013655	2	2
OG0013656	0	0
OG0013657	2	1
OG0013658	1	1
OG0013659	0	0
OG0013660	0	0
OG0013661	0	0
OG0013662	0	0
OG0013663	0	0
OG0013664	1	1
OG0013665	0	0
OG0013666	0	0
OG0013667	0	0
OG0013668	1	0
OG0013669	3	3
OG0013670	5	5
OG0013671	0	0
OG0013672	2	1
OG0013673	1	1
OG0013674	0	0
OG0013675	0	0
OG0013676	0	0
OG0013677	2	2
OG0013678	0	0
OG0013679	1	1
OG0013680	0	0
OG0013681	0	0
OG0013682	0	0
OG0013683	1	1
OG0013684	0	0
OG0013685	6	6
OG0013686	3	1
OG0013687	0	0
OG0013688	1	1
OG0013689	0	0
OG0013690	1	1
OG0013691	2	2
OG0013692	0	0
OG0013693	1	0
OG0013694	0	0
OG0013695	3	2
OG0013696	0	0
OG0013697	0	0
OG0013698	0	0
OG0013699	0	0
OG0013700	1	1
OG0013701	1	1
OG0013702	5	3
OG0013703	0	0
OG0013704	0	0
OG0013705	0	0
OG0013706	0	0
OG0013707	3	0
OG0013708	1	1
OG0013709	1	1
OG0013710	0	0
OG0013711	0	0
OG0013712	0	0
OG0013713	0	0
OG0013714	0	0
OG0013715	0	0
OG0013716	1	0
OG0013717	0	0
OG0013718	0	0
OG0013719	0	0
OG0013720	5	5
OG0013721	0	0
OG0013722	1	1
OG0013723	3	2
OG0013724	0	0
OG0013725	3	3
OG0013726	1	0
OG0013727	0	0
OG0013728	1	0
OG0013729	0	0
OG0013730	1	0
OG0013731	3	0
OG0013732	0	0
OG0013733	0	0
OG0013734	0	0
OG0013735	1	0
OG0013736	0	0
OG0013737	5	4
OG0013738	1	0
OG0013739	0	0
OG0013740	1	0
OG0013741	1	1
OG0013742	4	4
OG0013743	0	0
OG0013744	0	0
OG0013745	0	0
OG0013746	1	0
OG0013747	1	1
OG0013748	1	0
OG0013749	0	0
OG0013750	0	0
OG0013751	1	1
OG0013752	3	3
OG0013753	2	2
OG0013754	0	0
OG0013755	7	5
OG0013756	9	9
OG0013757	7	7
OG0013758	0	0
OG0013759	0	0
OG0013760	1	0
OG0013761	5	4
OG0013762	0	0
OG0013763	1	0
OG0013764	0	0
OG0013765	0	0
OG0013766	0	0
OG0013767	0	0
OG0013768	1	0
OG0013769	0	0
OG0013770	0	0
OG0013771	0	0
OG0013772	0	0
OG0013773	0	0
OG0013774	1	0
OG0013775	0	0
OG0013776	0	0
OG0013777	0	0
OG0013778	0	0
OG0013779	0	0
OG0013780	0	0
OG0013781	1	1
OG0013782	0	0
OG0013783	0	0
OG0013784	0	0
OG0013785	0	0
OG0013786	0	0
OG0013787	0	0
OG0013788	0	0
OG0013789	0	0
OG0013790	0	0
OG0013791	0	0
OG0013792	2	1
OG0013793	5	4
OG0013794	0	0
OG0013795	0	0
OG0013796	3	1
OG0013797	3	3
OG0013798	4	4
OG0013799	0	0
OG0013800	0	0
OG0013801	0	0
OG0013802	0	0
OG0013803	0	0
OG0013804	0	0
OG0013805	0	0
OG0013806	2	0
OG0013807	0	0
OG0013808	0	0
OG0013809	0	0
OG0013810	0	0
OG0013811	2	0
OG0013812	3	3
OG0013813	0	0
OG0013814	0	0
OG0013815	0	0
OG0013816	0	0
OG0013817	0	0
OG0013818	0	0
OG0013819	0	0
OG0013820	0	0
OG0013821	4	2
OG0013822	0	0
OG0013823	0	0
OG0013824	0	0
OG0013825	6	6
OG0013826	0	0
OG0013827	0	0
OG0013828	0	0
OG0013829	0	0
OG0013830	0	0
OG0013831	1	0
OG0013832	0	0
OG0013833	1	1
OG0013834	1	1
OG0013835	0	0
OG0013836	0	0
OG0013837	0	0
OG0013838	0	0
OG0013839	3	2
OG0013840	0	0
OG0013841	0	0
OG0013842	0	0
OG0013843	0	0
OG0013844	0	0
OG0013845	4	2
OG0013846	0	0
OG0013847	0	0
OG0013848	2	1
OG0013849	0	0
OG0013850	1	0
OG0013851	0	0
OG0013852	0	0
OG0013853	3	1
OG0013854	0	0
OG0013855	0	0
OG0013856	0	0
OG0013857	1	0
OG0013858	0	0
OG0013859	0	0
OG0013860	1	0
OG0013861	0	0
OG0013862	1	1
OG0013863	2	1
OG0013864	1	1
OG0013865	0	0
OG0013866	1	1
OG0013867	0	0
OG0013868	0	0
OG0013869	0	0
OG0013870	0	0
OG0013871	0	0
OG0013872	0	0
OG0013873	0	0
OG0013874	0	0
OG0013875	0	0
OG0013876	0	0
OG0013877	0	0
OG0013878	0	0
OG0013879	0	0
OG0013880	0	0
OG0013881	2	2
OG0013882	0	0
OG0013883	0	0
OG0013884	1	1
OG0013885	0	0
OG0013886	2	0
OG0013887	1	1
OG0013888	0	0
OG0013889	1	1
OG0013890	0	0
OG0013891	0	0
OG0013892	0	0
OG0013893	0	0
OG0013894	1	0
OG0013895	0	0
OG0013896	0	0
OG0013897	0	0
OG0013898	0	0
OG0013899	0	0
OG0013900	0	0
OG0013901	0	0
OG0013902	0	0
OG0013903	0	0
OG0013904	0	0
OG0013905	0	0
OG0013906	0	0
OG0013907	1	1
OG0013908	0	0
OG0013909	0	0
OG0013910	0	0
OG0013911	0	0
OG0013912	1	1
OG0013913	1	1
OG0013914	0	0
OG0013915	6	5
OG0013916	6	5
OG0013917	0	0
OG0013918	4	3
OG0013919	0	0
OG0013920	2	0
OG0013921	0	0
OG0013922	0	0
OG0013923	4	4
OG0013924	7	7
OG0013925	1	1
OG0013926	2	1
OG0013927	0	0
OG0013928	3	3
OG0013929	5	5
OG0013930	4	1
OG0013931	7	7
OG0013932	8	8
OG0013933	5	5
OG0013934	9	9
OG0013935	7	6
OG0013936	3	3
OG0013937	9	9
OG0013938	1	1
OG0013939	3	2
OG0013940	8	8
OG0013941	1	0
OG0013942	7	7
OG0013943	2	2
OG0013944	2	2
OG0013945	3	2
OG0013946	1	1
OG0013947	3	2
OG0013948	3	3
OG0013949	3	2
OG0013950	5	4
OG0013951	8	8
OG0013952	7	7
OG0013953	0	0
OG0013954	4	3
OG0013955	2	0
OG0013956	2	2
OG0013957	1	1
OG0013958	9	9
OG0013959	11	11
OG0013960	4	3
OG0013961	3	3
OG0013962	6	6
OG0013963	3	3
OG0013964	4	3
OG0013965	5	5
OG0013966	0	0
OG0013967	0	0
OG0013968	2	2
OG0013969	0	0
OG0013970	0	0
OG0013971	0	0
OG0013972	1	1
OG0013973	0	0
OG0013974	1	0
OG0013975	0	0
OG0013976	0	0
OG0013977	0	0
OG0013978	0	0
OG0013979	1	1
OG0013980	4	4
OG0013981	0	0
OG0013982	9	9
OG0013983	11	11
OG0013984	6	5
OG0013985	11	11
OG0013986	5	3
OG0013987	0	0
OG0013988	1	1
OG0013989	0	0
OG0013990	0	0
OG0013991	1	0
OG0013992	1	1
OG0013993	0	0
OG0013994	0	0
OG0013995	4	4
OG0013996	0	0
OG0013997	2	1
OG0013998	1	1
OG0013999	2	0
OG0014000	1	1
OG0014001	1	0
OG0014002	2	2
OG0014003	3	3
OG0014004	1	1
OG0014005	1	0
OG0014006	0	0
OG0014007	1	0
OG0014008	0	0
OG0014009	2	0
OG0014010	1	0
OG0014011	5	3
OG0014012	0	0
OG0014013	0	0
OG0014014	0	0
OG0014015	0	0
OG0014016	0	0
OG0014017	0	0
OG0014018	1	1
OG0014019	2	1
OG0014020	0	0
OG0014021	0	0
OG0014022	0	0
OG0014023	1	0
OG0014024	0	0
OG0014025	1	0
OG0014026	2	2
OG0014027	1	0
OG0014028	2	2
OG0014029	0	0
OG0014030	1	0
OG0014031	0	0
OG0014032	0	0
OG0014033	0	0
OG0014034	0	0
OG0014035	0	0
OG0014036	0	0
OG0014037	1	0
OG0014038	0	0
OG0014039	0	0
OG0014040	0	0
OG0014041	0	0
OG0014042	0	0
OG0014043	0	0
OG0014044	1	1
OG0014045	0	0
OG0014046	1	1
OG0014047	1	1
OG0014048	1	1
OG0014049	3	3
OG0014050	0	0
OG0014051	1	1
OG0014052	0	0
OG0014053	0	0
OG0014054	1	0
OG0014055	0	0
OG0014056	0	0
OG0014057	0	0
OG0014058	1	1
OG0014059	1	0
OG0014060	0	0
OG0014061	0	0
OG0014062	0	0
OG0014063	0	0
OG0014064	0	0
OG0014065	0	0
OG0014066	0	0
OG0014067	0	0
OG0014068	0	0
OG0014069	0	0
OG0014070	0	0
OG0014071	1	1
OG0014072	0	0
OG0014073	2	1
OG0014074	6	6
OG0014075	1	1
OG0014076	2	2
OG0014077	1	0
OG0014078	2	1
OG0014079	1	1
OG0014080	1	0
OG0014081	0	0
OG0014082	0	0
OG0014083	1	0
OG0014084	0	0
OG0014085	2	2
OG0014086	1	1
OG0014087	1	1
OG0014088	0	0
OG0014089	0	0
OG0014090	2	2
OG0014091	1	1
OG0014092	2	2
OG0014093	1	1
OG0014094	0	0
OG0014095	5	4
OG0014096	0	0
OG0014097	4	3
OG0014098	0	0
OG0014099	2	0
OG0014100	0	0
OG0014101	2	2
OG0014102	3	1
OG0014103	0	0
OG0014104	1	0
OG0014105	2	2
OG0014106	0	0
OG0014107	1	1
OG0014108	6	6
OG0014109	2	1
OG0014110	0	0
OG0014111	0	0
OG0014112	1	1
OG0014113	2	1
OG0014114	0	0
OG0014115	0	0
OG0014116	0	0
OG0014117	0	0
OG0014118	1	0
OG0014119	1	1
OG0014120	1	0
OG0014121	1	1
OG0014122	0	0
OG0014123	3	3
OG0014124	3	3
OG0014125	7	7
OG0014126	0	0
OG0014127	0	0
OG0014128	0	0
OG0014129	3	3
OG0014130	2	2
OG0014131	1	1
OG0014132	1	0
OG0014133	3	3
OG0014134	1	1
OG0014135	0	0
OG0014136	0	0
OG0014137	0	0
OG0014138	0	0
OG0014139	0	0
OG0014140	0	0
OG0014141	0	0
OG0014142	1	1
OG0014143	4	2
OG0014144	5	5
OG0014145	4	4
OG0014146	5	5
OG0014147	0	0
OG0014148	0	0
OG0014149	1	1
OG0014150	1	0
OG0014151	0	0
OG0014152	0	0
OG0014153	0	0
OG0014154	0	0
OG0014155	0	0
OG0014156	0	0
OG0014157	0	0
OG0014158	0	0
OG0014159	0	0
OG0014160	0	0
